City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
308,tadine,-21.55,167.8833,20.7,87,60,6.94,NC,1694969472
309,emerald,-23.5333,148.1667,14.08,70,0,2.44,AU,1694969473
310,hobyo,5.3505,48.5268,25.41,82,98,11.83,SO,1694969420
311,qamdo,31.1667,97.2333,4.88,90,99,1.47,CN,1694969438
312,alexandria,31.2156,29.9553,27.3,69,0,6.17,EG,1694969443
313,baissa,7.2333,10.6333,23.93,94,99,0.24,NG,1694969474
314,ambovombe,-25.1667,46.0833,21.5,83,0,3.26,MG,1694969475
315,floro,61.5996,5.0328,17.04,67,77,0.0,NO,1694969475
316,irymple,-34.25,142.1667,20.61,36,76,0.45,AU,1694969475
317,namibe,-15.1961,12.1522,19.61,87,61,3.71,AO,1694969476
318,ust-nera,64.5667,143.2,1.36,83,92,1.63,RU,1694969476
319,broome,42.2506,-75.833,17.6,81,0,0.45,US,1694969414
320,soio,-6.1349,12.3689,24.31,82,95,2.94,AO,1694969477
321,harnosand,62.6323,17.9379,13.0,58,16,2.42,SE,1694969477
322,florence,43.7667,11.25,30.82,48,0,1.03,IT,1694969478
323,pago pago,-14.2781,-170.7025,26.55,89,75,6.17,AS,1694969479
324,mims,28.6653,-80.8448,34.51,67,0,3.09,US,1694969479
325,myrina,39.8797,25.0742,24.58,65,20,3.6,GR,1694969479
326,labrador city,52.9463,-66.9114,12.95,82,100,4.63,CA,1694969480
327,guerrero negro,27.9769,-114.0611,22.1,66,56,7.24,MX,1694969480
328,de aar,-30.6497,24.0123,14.84,23,1,4.79,ZA,1694969481
329,liuhe,42.2401,125.7172,16.31,93,24,2.56,CN,1694969481
330,chui,-33.6971,-53.4616,18.17,82,62,5.18,UY,1694969482
331,nazarovo,56.0064,90.3914,10.77,82,13,0.4,RU,1694969482
332,saint-philippe,-21.3585,55.7679,22.77,80,36,5.22,RE,1694969482
333,jiaojiang,28.6803,121.4428,23.7,94,5,1.06,CN,1694969483
334,balaipungut,1.05,101.2833,25.68,82,95,0.55,ID,1694969483
335,uturoa,-16.7333,-151.4333,25.64,81,7,4.17,PF,1694969483
336,qaqortoq,60.7167,-46.0333,4.73,42,0,1.25,GL,1694969484
337,villanueva,15.3167,-88.0,31.55,66,20,1.03,HN,1694969484
338,isokyro,63.0117,22.3333,13.2,77,38,2.0,FI,1694969485
339,strezhevoy,60.7333,77.5889,14.42,67,32,2.68,RU,1694969485
340,piti village,13.4626,144.6933,27.49,93,75,2.06,GU,1694969486
341,spas-klepiki,55.1347,40.1767,12.04,63,25,1.83,RU,1694969486
342,torghay,49.6339,63.4981,17.04,52,99,1.91,KZ,1694969486
343,cidreira,-30.1811,-50.2056,23.45,65,0,3.22,BR,1694969487
344,takoradi,4.8845,-1.7554,25.5,84,100,4.57,GH,1694969487
345,alesund,62.4723,6.1549,14.51,69,0,4.12,NO,1694969488
346,watford city,47.8022,-103.2832,23.03,35,0,3.6,US,1694969488
347,puerto rosario,-24.45,-57.0833,40.43,19,0,5.99,PY,1694969489
348,xunchang,28.4543,104.715,24.93,82,93,0.88,CN,1694969489
349,ban huai thalaeng,14.9833,102.65,24.76,89,100,1.93,TH,1694969489
350,bitkine,11.9801,18.2138,29.05,61,55,3.74,TD,1694969490
351,murun-kuren,49.6342,100.1625,7.43,79,93,0.85,MN,1694969490
352,port-gentil,-0.7193,8.7815,26.98,78,75,5.66,GA,1694969491
353,pariaman,-0.619,100.12,24.03,87,75,2.03,ID,1694969491
354,bezopasnoye,45.6483,41.936,17.06,52,97,2.15,RU,1694969491
355,lakatoro,-16.0999,167.4164,23.75,84,31,4.52,VU,1694969492
356,kapuskasing,49.4169,-82.4331,11.0,93,100,4.63,CA,1694969245
357,asekeyevo,53.5742,52.7972,14.85,76,34,2.13,RU,1694969493
358,miri,4.4148,114.0089,27.08,94,40,1.03,MY,1694969493
359,fada,9.5667,8.3,22.38,92,88,0.47,NG,1694969406
360,tobol'sk,58.2,68.2667,13.66,68,52,2.59,RU,1694969494
361,zmeinogorsk,51.1567,82.195,10.95,87,71,1.27,RU,1694969494
